date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:53:26	1216106/1216106	---M-Z	200	added ('OK')	application/javascript	etag:W/%2247889-1939562a028%22	https://access.clarivate.com:443/public/main.0d82a8050fd94caf.js	D:/Cloning/WOSR/access.clarivate.com_443/public/main.0d82a8050fd94caf.js	(from https://access.clarivate.com/register?app=wos&alternative=true&shibShireURL=https:%2F%2Fwww.webofknowledge.com%2F%3Fauth%3DShibboleth&shibReturnURL=https:%2F%2Fwww.webofknowledge.com%2F&roaming=true)
21:53:26	128352/128352	---M--	200	added ('OK')	font/woff2	etag:W/%221f560-18ee0a5e018%22	https://access.clarivate.com:443/public/material-icons.59322316b3fd6063.woff2	D:/Cloning/WOSR/access.clarivate.com_443/public/material-icons.59322316b3fd6063.woff2	(from https://access.clarivate.com:443/public/styles.29276a7c2f2290b7.css)
21:53:26	164912/164912	---M--	200	added ('OK')	font/woff	etag:W/%2228430-1939562a028%22	https://access.clarivate.com:443/public/material-icons.4ad034d2c499d9b6.woff	D:/Cloning/WOSR/access.clarivate.com_443/public/material-icons.4ad034d2c499d9b6.woff	(from https://access.clarivate.com:443/public/styles.29276a7c2f2290b7.css)
21:53:27	155276/155276	---M--	200	added ('OK')	font/woff2	etag:W/%2225e8c-1939562a028%22	https://access.clarivate.com:443/public/material-icons-outlined.f86cb7b0aa53f0fe.woff2	D:/Cloning/WOSR/access.clarivate.com_443/public/material-icons-outlined.f86cb7b0aa53f0fe.woff2	(from https://access.clarivate.com:443/public/styles.29276a7c2f2290b7.css)
21:53:27	182028/182028	---M--	200	added ('OK')	font/woff	etag:W/%222c70c-1939562a028%22	https://access.clarivate.com:443/public/material-icons-outlined.78a93b2079680a08.woff	D:/Cloning/WOSR/access.clarivate.com_443/public/material-icons-outlined.78a93b2079680a08.woff	(from https://access.clarivate.com:443/public/styles.29276a7c2f2290b7.css)
21:53:27	173620/173620	---M--	200	added ('OK')	font/woff2	etag:W/%222a634-1939562a028%22	https://access.clarivate.com:443/public/material-icons-round.b10ec9db5b7fbc74.woff2	D:/Cloning/WOSR/access.clarivate.com_443/public/material-icons-round.b10ec9db5b7fbc74.woff2	(from https://access.clarivate.com:443/public/styles.29276a7c2f2290b7.css)
21:53:28	206260/206260	---M--	200	added ('OK')	font/woff	etag:W/%22325b4-1939562a028%22	https://access.clarivate.com:443/public/material-icons-round.92dc7ca2f4c591e7.woff	D:/Cloning/WOSR/access.clarivate.com_443/public/material-icons-round.92dc7ca2f4c591e7.woff	(from https://access.clarivate.com:443/public/styles.29276a7c2f2290b7.css)
21:53:28	135984/135984	---M--	200	added ('OK')	font/woff2	etag:W/%2221330-1939562a028%22	https://access.clarivate.com:443/public/material-icons-sharp.3885863ee4746422.woff2	D:/Cloning/WOSR/access.clarivate.com_443/public/material-icons-sharp.3885863ee4746422.woff2	(from https://access.clarivate.com:443/public/styles.29276a7c2f2290b7.css)
21:53:28	156236/156236	---M--	200	added ('OK')	font/woff	etag:W/%222624c-1939562a028%22	https://access.clarivate.com:443/public/material-icons-sharp.a71cb2bf66c604de.woff	D:/Cloning/WOSR/access.clarivate.com_443/public/material-icons-sharp.a71cb2bf66c604de.woff	(from https://access.clarivate.com:443/public/styles.29276a7c2f2290b7.css)
21:53:28	215704/215704	---M--	200	added ('OK')	font/woff2	etag:W/%2234a98-1939562a028%22	https://access.clarivate.com:443/public/material-icons-two-tone.675bd578bd14533e.woff2	D:/Cloning/WOSR/access.clarivate.com_443/public/material-icons-two-tone.675bd578bd14533e.woff2	(from https://access.clarivate.com:443/public/styles.29276a7c2f2290b7.css)
21:53:29	339600/339600	---M--	200	added ('OK')	font/woff	etag:W/%2252e90-1939562a028%22	https://access.clarivate.com:443/public/material-icons-two-tone.588d63134de807a7.woff	D:/Cloning/WOSR/access.clarivate.com_443/public/material-icons-two-tone.588d63134de807a7.woff	(from https://access.clarivate.com:443/public/styles.29276a7c2f2290b7.css)
21:53:29	518/518	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Jan%202025%2002:53:29%20GMT	https://access.clarivate.com:443/robots.txt		(from https://access.clarivate.com:443/public/styles.29276a7c2f2290b7.css)
