date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:51:05	201171/201171	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Jan%202025%2002:51:05%20GMT	https://www.alphaeditorialcloud.com/auth/register	D:/Cloning/AlphaEditorial/www.alphaeditorialcloud.com/auth/register.html	(from https://www.alphaeditorialcloud.com/auth/login)
21:51:05	1494/1494	---MCZ	302	error ('Found')	text/html	date:Mon,%2013%20Jan%202025%2002:51:05%20GMT	https://www.alphaeditorialcloud.com/auth/social/facebook	D:/Cloning/AlphaEditorial/www.alphaeditorialcloud.com/auth/social/facebook.c.delayed	(from https://www.alphaeditorialcloud.com/auth/login)
21:51:06	1770/1770	---MCZ	302	error ('Found')	text/html	date:Mon,%2013%20Jan%202025%2002:51:06%20GMT	https://www.alphaeditorialcloud.com/auth/social/google	D:/Cloning/AlphaEditorial/www.alphaeditorialcloud.com/auth/social/google.d.delayed	(from https://www.alphaeditorialcloud.com/auth/login)
21:51:07	198722/198722	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Jan%202025%2002:51:06%20GMT	https://www.alphaeditorialcloud.com/auth/password/reset	D:/Cloning/AlphaEditorial/www.alphaeditorialcloud.com/auth/password/reset.html	(from https://www.alphaeditorialcloud.com/auth/login)
21:51:08	28876/28876	---M--	200	added ('OK')	image/png	etag:%2232b1cb941e3d6bb9fd60f8445690cb78%22	https://d3qlnv4h16ekex.cloudfront.net/d35d17ee-33d8-4f77-80bd-7512b1b83c30/images/stores-badges/google-play-badge_es.png	D:/Cloning/AlphaEditorial/d3qlnv4h16ekex.cloudfront.net/d35d17ee-33d8-4f77-80bd-7512b1b83c30/images/stores-badges/google-play-badge_es.png	(from https://www.alphaeditorialcloud.com/auth/login)
21:51:08	6107/6107	---M--	200	added ('OK')	image/png	etag:%224d5ded311f0374092dad7b57f50de1c9%22	https://d3qlnv4h16ekex.cloudfront.net/d35d17ee-33d8-4f77-80bd-7512b1b83c30/images/stores-badges/apple-store-badge_es.png	D:/Cloning/AlphaEditorial/d3qlnv4h16ekex.cloudfront.net/d35d17ee-33d8-4f77-80bd-7512b1b83c30/images/stores-badges/apple-store-badge_es.png	(from https://www.alphaeditorialcloud.com/auth/login)
21:51:08	43170/43170	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202022%2014:21:12%20GMT	https://i.im.ge/2022/11/29/S6gnGX.AlphaEditorial-icon-512x512.png	D:/Cloning/AlphaEditorial/i.im.ge/2022/11/29/S6gnGX.AlphaEditorial-icon-512x512.png	(from https://www.alphaeditorialcloud.com/auth/login)
21:51:08	1041262/1041262	---MCZ	200	added ('OK')	application/javascript	etag:W/%22eee73c37589e98b4190cee98809876b7%22	https://d3qlnv4h16ekex.cloudfront.net/d35d17ee-33d8-4f77-80bd-7512b1b83c30/js/app.js?id=eee73c37589e98b4190cee98809876b7	D:/Cloning/AlphaEditorial/d3qlnv4h16ekex.cloudfront.net/d35d17ee-33d8-4f77-80bd-7512b1b83c30/js/app6139.js	(from https://www.alphaeditorialcloud.com/auth/login)
21:51:08	9778/9778	---MCZ	200	added ('OK')	application/javascript	etag:W/%2221f98bbcbc76995c809b2299b6d24744%22	https://d3qlnv4h16ekex.cloudfront.net/d35d17ee-33d8-4f77-80bd-7512b1b83c30/js/service-worker-cleaner.js?id=21f98bbcbc76995c809b2299b6d24744	D:/Cloning/AlphaEditorial/d3qlnv4h16ekex.cloudfront.net/d35d17ee-33d8-4f77-80bd-7512b1b83c30/js/service-worker-cleaner9b27.js	(from https://www.alphaeditorialcloud.com/auth/login)
21:51:09	142/142	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2013%20Jan%202025%2002:51:09%20GMT	https://i.postimg.cc/d1XcXPqg/alpha-negro-01.png	D:/Cloning/AlphaEditorial/i.postimg.cc/d1XcXPqg/alpha-negro-01.14.delayed	(from https://www.alphaeditorialcloud.com/auth/login)
21:51:09	142/142	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2013%20Jan%202025%2002:51:09%20GMT	https://i.postimg.cc/q7FkfCwm/pagos2.png	D:/Cloning/AlphaEditorial/i.postimg.cc/q7FkfCwm/pagos2.png	(from https://www.alphaeditorialcloud.com/auth/login)
21:51:10	6367/6367	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Dec%202024%2017:29:19%20GMT	https://i.ibb.co/n87yWVd/image-39.png	D:/Cloning/AlphaEditorial/i.ibb.co/n87yWVd/image-39.png	(from https://www.alphaeditorialcloud.com/auth/login)
21:51:10	56379/56379	---M--	200	added ('OK')	image/gif	etag:%2244271f65031b0ccb25f23bfff0d23ef2%22	https://d3qlnv4h16ekex.cloudfront.net/d35d17ee-33d8-4f77-80bd-7512b1b83c30/images/spinner.gif	D:/Cloning/AlphaEditorial/d3qlnv4h16ekex.cloudfront.net/d35d17ee-33d8-4f77-80bd-7512b1b83c30/images/spinner.gif	(from https://d3qlnv4h16ekex.cloudfront.net/d35d17ee-33d8-4f77-80bd-7512b1b83c30/css/app.css?id=bf1401f37d133a88140137b2dd81602c)
21:51:11	194280/194280	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Jan%202025%2002:51:11%20GMT	https://www.alphaeditorialcloud.com/auth/a	D:/Cloning/AlphaEditorial/www.alphaeditorialcloud.com/auth/a.18.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
21:51:12	194286/194286	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Jan%202025%2002:51:11%20GMT	https://www.alphaeditorialcloud.com/auth/POST	D:/Cloning/AlphaEditorial/www.alphaeditorialcloud.com/auth/POST.19.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
21:51:12	194298/194298	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Jan%202025%2002:51:12%20GMT	https://www.alphaeditorialcloud.com/auth/schema.org/	D:/Cloning/AlphaEditorial/www.alphaeditorialcloud.com/auth/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
21:51:13	194306/194306	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Jan%202025%2002:51:12%20GMT	https://www.alphaeditorialcloud.com/auth/b.resolvedLink	D:/Cloning/AlphaEditorial/www.alphaeditorialcloud.com/auth/b.1a.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
21:51:13	194300/194300	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Jan%202025%2002:51:13%20GMT	https://www.alphaeditorialcloud.com/signals/iwl.js	D:/Cloning/AlphaEditorial/www.alphaeditorialcloud.com/signals/iwl.1b.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
21:51:13	0/-1	---M--	302	error ('')			https://www.alphaeditorialcloud.com/auth/social/facebook	D:/Cloning/AlphaEditorial/www.alphaeditorialcloud.com/auth/social/facebook.1c.delayed	(from https://www.alphaeditorialcloud.com/auth/register)
21:51:13	0/-1	---M--	302	error ('')			https://www.alphaeditorialcloud.com/auth/social/google	D:/Cloning/AlphaEditorial/www.alphaeditorialcloud.com/auth/social/google.1d.delayed	(from https://www.alphaeditorialcloud.com/auth/register)
21:51:13	0/-1	---M--	302	error ('')			https://i.postimg.cc/d1XcXPqg/alpha-negro-01.png	D:/Cloning/AlphaEditorial/i.postimg.cc/d1XcXPqg/alpha-negro-01.1e.delayed	(from https://www.alphaeditorialcloud.com/auth/register)
21:51:14	142/142	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2013%20Jan%202025%2002:51:14%20GMT	https://i.postimg.cc/q7FkfCwm/pagos2.png	D:/Cloning/AlphaEditorial/i.postimg.cc/q7FkfCwm/pagos2.1f.delayed	(from https://www.alphaeditorialcloud.com/auth/register)
